timestamp,tool,workers,concurrency,duration_sec,rps,transfer_sec_human,transfer_bytes_sec,latency_ms,failed_requests,connect_errors,read_errors,write_errors,timeout_errors,stop_reason
2026-03-05T12:59:33Z,wrk,16,250,8,22547.46,11.25MB,11796480.000,5.220,0,0,0,0,0,continue
2026-03-05T12:59:41Z,wrk,16,350,8,22361.54,11.15MB,11691622.400,7.520,0,0,0,0,0,continue
2026-03-05T12:59:49Z,wrk,16,450,8,21600.25,10.77MB,11293163.520,9.610,0,0,0,0,0,continue
2026-03-05T12:59:57Z,wrk,16,550,8,21398.08,10.67MB,11188305.920,10.860,0,0,0,0,0,continue
2026-03-05T13:00:06Z,wrk,16,650,8,21652.87,10.80MB,11324620.800,13.370,0,0,0,0,0,continue
2026-03-05T13:00:14Z,wrk,16,750,8,21432.24,10.69MB,11209277.440,15.790,0,0,0,0,0,continue
2026-03-05T13:00:22Z,wrk,16,850,8,20724.30,10.34MB,10842275.840,18.230,0,0,0,0,0,continue
2026-03-05T13:00:30Z,wrk,16,950,8,20674.20,10.31MB,10810818.560,19.270,0,0,0,0,0,continue
2026-03-05T13:00:38Z,wrk,16,1050,8,20838.28,10.39MB,10894704.640,21.200,31,31,0,0,0,first_socket_error
2026-03-05T13:00:49Z,wrk,4,50,8,22750.46,11.35MB,11901337.600,1.460,0,0,0,0,0,continue
2026-03-05T13:00:57Z,wrk,4,150,8,23560.94,11.75MB,12320768.000,4.040,0,0,0,0,0,continue
2026-03-05T13:01:05Z,wrk,4,250,8,23310.62,11.63MB,12194938.880,6.750,0,0,0,0,0,continue
2026-03-05T13:01:13Z,wrk,4,350,8,22666.54,11.31MB,11859394.560,10.040,0,0,0,0,0,continue
2026-03-05T13:01:21Z,wrk,4,450,8,22650.22,11.30MB,11848908.800,13.030,0,0,0,0,0,continue
2026-03-05T13:01:29Z,wrk,4,550,8,22140.62,11.04MB,11576279.040,15.680,0,0,0,0,0,continue
2026-03-05T13:01:38Z,wrk,4,650,8,22070.96,11.01MB,11544821.760,17.290,0,0,0,0,0,continue
2026-03-05T13:01:46Z,wrk,4,750,8,21920.88,10.93MB,11460935.680,18.660,0,0,0,0,0,continue
2026-03-05T13:01:54Z,wrk,4,850,8,22044.54,11.00MB,11534336.000,20.520,0,0,0,0,0,continue
2026-03-05T13:02:02Z,wrk,4,950,8,22072.18,11.01MB,11544821.760,20.750,0,0,0,0,0,continue
2026-03-05T13:02:10Z,wrk,4,1050,8,21636.87,10.79MB,11314135.040,22.260,31,31,0,0,0,first_socket_error
2026-03-05T13:02:19Z,wrk,8,50,8,21680.04,10.81MB,11335106.560,1.400,0,0,0,0,0,continue
2026-03-05T13:02:27Z,wrk,8,150,8,23764.12,11.85MB,12425625.600,3.730,0,0,0,0,0,continue
2026-03-05T13:02:35Z,wrk,8,250,8,23597.23,11.77MB,12341739.520,6.150,0,0,0,0,0,continue
2026-03-05T13:02:43Z,wrk,8,350,8,23075.98,11.51MB,12069109.760,7.940,0,0,0,0,0,continue
2026-03-05T13:02:52Z,wrk,8,450,8,21971.33,10.96MB,11492392.960,9.690,0,0,0,0,0,continue
2026-03-05T13:03:00Z,wrk,8,550,8,21511.38,10.73MB,11251220.480,11.020,0,0,0,0,0,continue
2026-03-05T13:03:08Z,wrk,8,650,8,21243.98,10.60MB,11114905.600,13.600,0,0,0,0,0,continue
2026-03-05T13:03:16Z,wrk,8,750,8,21230.54,10.59MB,11104419.840,16.070,0,0,0,0,0,continue
2026-03-05T13:03:24Z,wrk,8,850,8,20876.91,10.41MB,10915676.160,18.400,0,0,0,0,0,continue
2026-03-05T13:03:32Z,wrk,8,950,8,20814.46,10.38MB,10884218.880,20.900,0,0,0,0,0,continue
2026-03-05T13:03:40Z,wrk,8,1050,8,20865.15,10.41MB,10915676.160,22.590,31,31,0,0,0,first_socket_error
2026-03-05T13:03:49Z,wrk,16,50,8,20404.34,10.18MB,10674503.680,1.370,0,0,0,0,0,continue
2026-03-05T13:03:58Z,wrk,16,150,8,23146.27,11.54MB,12100567.040,3.590,0,0,0,0,0,continue
2026-03-05T13:04:06Z,wrk,16,250,8,22959.61,11.45MB,12006195.200,5.510,0,0,0,0,0,continue
2026-03-05T13:04:14Z,wrk,16,350,8,22526.17,11.24MB,11785994.240,7.310,0,0,0,0,0,continue
2026-03-05T13:04:22Z,wrk,16,450,8,22373.70,11.16MB,11702108.160,9.360,0,0,0,0,0,continue
2026-03-05T13:04:30Z,wrk,16,550,8,21423.80,10.69MB,11209277.440,11.540,0,0,0,0,0,continue
2026-03-05T13:04:38Z,wrk,16,650,8,21437.55,10.69MB,11209277.440,13.390,0,0,0,0,0,continue
2026-03-05T13:04:46Z,wrk,16,750,8,21093.59,10.52MB,11031019.520,15.480,0,0,0,0,0,continue
2026-03-05T13:04:54Z,wrk,16,850,8,20973.76,10.46MB,10968104.960,17.770,0,0,0,0,0,continue
2026-03-05T13:05:03Z,wrk,16,950,8,20941.83,10.45MB,10957619.200,19.850,0,0,0,0,0,continue
2026-03-05T13:05:11Z,wrk,16,1050,8,20809.08,10.38MB,10884218.880,20.440,31,31,0,0,0,first_socket_error
2026-03-05T13:05:21Z,wrk,4,50,8,22510.58,11.23MB,11775508.480,1.490,0,0,0,0,0,continue
2026-03-05T13:05:29Z,wrk,4,150,8,23402.69,11.67MB,12236881.920,4.010,0,0,0,0,0,continue
2026-03-05T13:05:38Z,wrk,4,250,8,23446.02,11.69MB,12257853.440,6.570,0,0,0,0,0,continue
2026-03-05T13:05:46Z,wrk,4,350,8,22614.11,11.28MB,11827937.280,10.140,0,0,0,0,0,continue
2026-03-05T13:05:54Z,wrk,4,450,8,23020.85,11.48MB,12037652.480,12.510,0,0,0,0,0,continue
2026-03-05T13:06:02Z,wrk,4,550,8,22904.96,11.42MB,11974737.920,14.670,0,0,0,0,0,continue
2026-03-05T13:06:10Z,wrk,4,650,8,22079.73,11.01MB,11544821.760,17.620,0,0,0,0,0,continue
2026-03-05T13:06:18Z,wrk,4,750,8,22310.84,11.13MB,11670650.880,19.910,0,0,0,0,0,continue
2026-03-05T13:06:26Z,wrk,4,850,8,21777.79,10.86MB,11387535.360,19.990,0,0,0,0,0,continue
2026-03-05T13:06:34Z,wrk,4,950,8,21746.73,10.85MB,11377049.600,21.730,0,0,0,0,0,continue
2026-03-05T13:06:43Z,wrk,4,1050,8,22007.24,10.98MB,11513364.480,22.050,31,31,0,0,0,first_socket_error
2026-03-05T13:06:52Z,wrk,8,50,8,21846.12,10.90MB,11429478.400,1.410,0,0,0,0,0,continue
2026-03-05T13:07:00Z,wrk,8,150,8,23558.73,11.75MB,12320768.000,3.700,0,0,0,0,0,continue
2026-03-05T13:07:08Z,wrk,8,250,8,23585.85,11.76MB,12331253.760,6.200,0,0,0,0,0,continue
2026-03-05T13:07:16Z,wrk,8,350,8,22480.40,11.21MB,11754536.960,7.650,0,0,0,0,0,continue
2026-03-05T13:07:24Z,wrk,8,450,8,21636.82,10.79MB,11314135.040,9.770,0,0,0,0,0,continue
2026-03-05T13:07:32Z,wrk,8,550,8,21700.13,10.82MB,11345592.320,11.680,0,0,0,0,0,continue
2026-03-05T13:07:40Z,wrk,8,650,8,21496.62,10.72MB,11240734.720,13.940,0,0,0,0,0,continue
2026-03-05T13:07:48Z,wrk,8,750,8,21105.18,10.53MB,11041505.280,15.990,0,0,0,0,0,continue
2026-03-05T13:07:57Z,wrk,8,850,8,20828.64,10.39MB,10894704.640,19.230,0,0,0,0,0,continue
2026-03-05T13:08:05Z,wrk,8,950,8,21264.13,10.61MB,11125391.360,21.110,0,0,0,0,0,continue
2026-03-05T13:08:13Z,wrk,8,1050,8,20240.10,10.10MB,10590617.600,23.150,31,31,0,0,0,first_socket_error
2026-03-05T13:08:22Z,wrk,16,50,8,20496.47,10.22MB,10716446.720,1.390,0,0,0,0,0,continue
2026-03-05T13:08:30Z,wrk,16,150,8,23172.54,11.56MB,12121538.560,3.640,0,0,0,0,0,continue
2026-03-05T13:08:38Z,wrk,16,250,8,22867.01,11.41MB,11964252.160,5.310,0,0,0,0,0,continue
2026-03-05T13:08:46Z,wrk,16,350,8,22194.24,11.07MB,11607736.320,7.310,0,0,0,0,0,continue
2026-03-05T13:08:54Z,wrk,16,450,8,21632.54,10.79MB,11314135.040,9.490,0,0,0,0,0,continue
2026-03-05T13:09:02Z,wrk,16,550,8,21591.05,10.77MB,11293163.520,11.240,0,0,0,0,0,continue
2026-03-05T13:09:11Z,wrk,16,650,8,21319.48,10.63MB,11146362.880,13.080,0,0,0,0,0,continue
2026-03-05T13:09:19Z,wrk,16,750,8,21173.39,10.56MB,11072962.560,14.960,0,0,0,0,0,continue
2026-03-05T13:09:27Z,wrk,16,850,8,20459.62,10.20MB,10695475.200,17.910,0,0,0,0,0,continue
2026-03-05T13:09:35Z,wrk,16,950,8,21048.60,10.50MB,11010048.000,19.270,0,0,0,0,0,continue
2026-03-05T13:09:43Z,wrk,16,1050,8,20909.16,10.43MB,10936647.680,20.930,31,31,0,0,0,first_socket_error
2026-03-05T13:09:54Z,wrk,4,50,8,22886.27,11.42MB,11974737.920,1.440,0,0,0,0,0,continue
2026-03-05T13:10:02Z,wrk,4,150,8,23619.05,11.78MB,12352225.280,3.980,0,0,0,0,0,continue
2026-03-05T13:10:10Z,wrk,4,250,8,23517.22,11.73MB,12299796.480,6.700,0,0,0,0,0,continue
2026-03-05T13:10:18Z,wrk,4,350,8,22720.03,11.33MB,11880366.080,9.640,0,0,0,0,0,continue
2026-03-05T13:10:26Z,wrk,4,450,8,23105.01,11.52MB,12079595.520,11.950,0,0,0,0,0,continue
2026-03-05T13:10:34Z,wrk,4,550,8,22420.73,11.18MB,11723079.680,15.080,0,0,0,0,0,continue
2026-03-05T13:10:42Z,wrk,4,650,8,22698.21,11.32MB,11869880.320,16.350,0,0,0,0,0,continue
2026-03-05T13:10:51Z,wrk,4,750,8,21778.64,10.86MB,11387535.360,19.650,0,0,0,0,0,continue
2026-03-05T13:10:59Z,wrk,4,850,8,22482.07,11.21MB,11754536.960,20.010,0,0,0,0,0,continue
2026-03-05T13:11:07Z,wrk,4,950,8,22510.06,11.23MB,11775508.480,20.650,0,0,0,0,0,continue
2026-03-05T13:11:15Z,wrk,4,1050,8,22209.21,11.08MB,11618222.080,20.970,31,31,0,0,0,first_socket_error
2026-03-05T13:11:24Z,wrk,8,50,8,21756.42,10.85MB,11377049.600,1.350,0,0,0,0,0,continue
2026-03-05T13:11:32Z,wrk,8,150,8,23716.18,11.83MB,12404654.080,3.790,0,0,0,0,0,continue
2026-03-05T13:11:40Z,wrk,8,250,8,23747.73,11.84MB,12415139.840,6.210,0,0,0,0,0,continue
2026-03-05T13:11:48Z,wrk,8,350,8,23170.02,11.56MB,12121538.560,8.530,0,0,0,0,0,continue
2026-03-05T13:11:57Z,wrk,8,450,8,21685.44,10.82MB,11345592.320,10.000,0,0,0,0,0,continue
2026-03-05T13:12:05Z,wrk,8,550,8,21977.17,10.96MB,11492392.960,11.990,0,0,0,0,0,continue
2026-03-05T13:12:13Z,wrk,8,650,8,21741.79,10.84MB,11366563.840,14.260,0,0,0,0,0,continue
2026-03-05T13:12:21Z,wrk,8,750,8,21381.53,10.66MB,11177820.160,16.290,0,0,0,0,0,continue
2026-03-05T13:12:29Z,wrk,8,850,8,20566.31,10.26MB,10758389.760,18.200,0,0,0,0,0,continue
2026-03-05T13:12:37Z,wrk,8,950,8,20937.15,10.44MB,10947133.440,21.300,0,0,0,0,0,continue
2026-03-05T13:12:45Z,wrk,8,1050,8,21180.11,10.56MB,11072962.560,23.000,31,31,0,0,0,first_socket_error
2026-03-05T13:12:54Z,wrk,16,50,8,21006.53,10.48MB,10989076.480,1.340,0,0,0,0,0,continue
2026-03-05T13:13:02Z,wrk,16,150,8,22838.32,11.39MB,11943280.640,3.630,0,0,0,0,0,continue
2026-03-05T13:13:11Z,wrk,16,250,8,22780.50,11.36MB,11911823.360,5.590,0,0,0,0,0,continue
2026-03-05T13:13:19Z,wrk,16,350,8,22595.98,11.27MB,11817451.520,7.120,0,0,0,0,0,continue
2026-03-05T13:13:27Z,wrk,16,450,8,21849.89,10.90MB,11429478.400,9.350,0,0,0,0,0,continue
2026-03-05T13:13:35Z,wrk,16,550,8,21438.22,10.69MB,11209277.440,11.640,0,0,0,0,0,continue
2026-03-05T13:13:43Z,wrk,16,650,8,21563.49,10.76MB,11282677.760,13.280,0,0,0,0,0,continue
2026-03-05T13:13:51Z,wrk,16,750,8,20935.10,10.44MB,10947133.440,15.240,0,0,0,0,0,continue
2026-03-05T13:13:59Z,wrk,16,850,8,21530.71,10.74MB,11261706.240,17.320,0,0,0,0,0,continue
2026-03-05T13:14:07Z,wrk,16,950,8,21150.82,10.55MB,11062476.800,19.500,0,0,0,0,0,continue
2026-03-05T13:14:16Z,wrk,16,1050,8,21016.92,10.48MB,10989076.480,20.580,31,31,0,0,0,first_socket_error
